TokenPattern	PatternLength
class-block-class-block-class-block-constructor-block-block_content-expr_stmt-expr-name-operator	96
block-block_content-try-catch-block-block_content-if_stmt-if-block-block_content-throw-expr-name	96
if_stmt-if-block-block_content-decl_stmt-decl-block-block_content-return-expr-call-name-operator	96
if_stmt-if-block-block_content-decl_stmt-decl-block-block_content-return-expr-call-argument_list	96
if_stmt-if-block-block_content-catch-block-block_content-expr_stmt-expr-block-call-name-operator	96
if_stmt-else-block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-literal	96
if_stmt-else-block-block_content-try-catch-block-block_content-expr_stmt-expr-call-argument_list	96
catch-block-block_content-expr_stmt-expr-block-if_stmt-if-block-block_content-function-type-name	96
if_stmt-if-block-block_content-expr_stmt-expr-block-block-block_content-expr_stmt-expr-specifier	96
if_stmt-if-block-block_content-decl_stmt-decl-throws-argument-expr-block-expr-call-argument_list	96
class-block-class-block-constructor-block-block_content-expr_stmt-expr-block-return-expr-literal	96
class-block-function-block-block_content-return-expr-ternary-else-expr-ternary-then-expr-literal	96
class-block-function-block-block_content-return-expr-ternary-else-expr-ternary-else-expr-literal	96
expr_stmt-expr-class-block-return-expr-class-block-expr_stmt-expr-block-expr-block-expr-operator	96
function-block-block_content-if_stmt-else-block-block_content-for-control-condition-expr-literal	96
function-block-block_content-function-block-block_content-expr_stmt-expr-name-index-expr-literal	96
class-block-if_stmt-if-block-block_content-if_stmt-else-block-block_content-throw-expr-call-name	96
function-block-block_content-expr_stmt-expr-block-expr-block-if_stmt-if-condition-expr-call-name	96
for-block-block_content-class-block-function-block-block_content-return-expr-class-argument_list	96
block-block_content-class-block-function-block-block_content-decl_stmt-decl-init-expr-name-index	96
class-block-class-block-class-block-class-block-class-block-class-block-function-annotation-name	96
decl_stmt-decl-block-block_content-expr_stmt-expr-block-for-control-condition-expr-name-operator	96
function-block-block_content-function-block-block_content-return-expr-ternary-then-expr-operator	96
if_stmt-if-block-block_content-for-block-block_content-if_stmt-if-block-block_content-annotation	96
function-block-block_content-expr_stmt-expr-block-expr-block-for-control-condition-expr-operator	96
function-block-block_content-expr_stmt-expr-block-expr-block-for-control-incr-expr-name-operator	96
if_stmt-if-block-block_content-expr_stmt-expr-block-try-catch-parameter_list-parameter-decl-name	96
for-block-block_content-for-block-block_content-for-block-block_content-expr_stmt-expr-call-name	96
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-block-expr-throws-argument-expr-name	96
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-throws-argument-expr-block-expr-name	96
constructor-block-block_content-for-block-block_content-for-control-init-decl-type-name-operator	96
class-block-constructor-block-block_content-expr_stmt-expr-block-expr-block-assert-expr-operator	96
expr_stmt-expr-block-try-block-block_content-expr_stmt-expr-class-block-function-annotation-name	96
constructor-block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-operator	96
constructor-block-block_content-if_stmt-if-block-block_content-if_stmt-if-condition-expr-literal	96
function-block-block_content-constructor-block-block_content-expr_stmt-expr-block-expr-name-name	96
class-block-function-block-block_content-return-expr-call-argument_list-argument-expr-name-index	96
function-block-block_content-catch-block-block_content-expr_stmt-expr-block-expr-block-call-name	96
function-block-block_content-catch-block-block_content-if_stmt-if-block-block_content-annotation	96
function-block-block_content-try-block-block_content-function-type-parameter_list-parameter-name	96
function-block-block_content-for-block-block_content-function-type-parameter_list-parameter-name	96
function-block-block_content-function-block-block_content-decl_stmt-decl-init-expr-name-operator	96
expr_stmt-expr-block-if_stmt-if-block-block_content-while-block-block_content-function-type-name	96
function-block-block_content-return-expr-class-block-return-expr-block-expr-block-expr-call-name	96
for-block-block_content-for-block-block_content-for-block-block_content-decl_stmt-decl-type-name	96
expr_stmt-expr-block-try-block-block_content-if_stmt-if-block-block_content-throw-expr-call-name	96
expr_stmt-expr-block-expr-block-expr-block-while-block-block_content-synchronized-init-expr-name	96
class-block-function-block-block_content-function-block-block_content-for-control-init-decl-name	96
function-block-block_content-class-block-class-block-decl_stmt-decl-init-expr-call-argument_list	96
function-block-block_content-class-block-class-block-if_stmt-else-block-block_content-annotation	96
function-block-block_content-class-block-class-block-if_stmt-else-block-block_content-class-name	96
class-block-class-block-function-block-block_content-try-block-block_content-expr_stmt-expr-name	96
class-block-class-block-function-block-block_content-try-block-block_content-return-expr-literal	96
class-block-function-block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-name-name	96
class-block-decl_stmt-decl-argument_list-argument-expr-throws-argument-expr-block-expr-call-name	96
class-block-class-block-constructor-block-block_content-expr_stmt-expr-throws-argument-expr-name	96
class-block-class-block-constructor-block-block_content-for-control-condition-expr-name-operator	96
if_stmt-else-block-block_content-return-expr-call-argument_list-argument-expr-call-argument_list	96
block-block_content-function-block-block_content-return-expr-class-block-function-parameter_list	96
class-block-class-block-constructor_decl-parameter_list-parameter-decl-type-name-index-expr-name	96
finally-block-block_content-while-block-block_content-while-block-block_content-return-expr-name	96
class-block-constructor-block-block_content-class-block-class-super_list-extends-super-name-name	96
function-block-block_content-for-control-init-decl-type-name-argument_list-argument-extends-name	96
expr_stmt-expr-block-expr-call-argument_list-argument-expr-block-expr-block-block-expr-specifier	96
finally-block-block_content-expr_stmt-expr-block-expr-block-expr-block-expr-block-expr-specifier	96
if_stmt-if-block-block_content-decl_stmt-decl-throws-argument-expr-block-expr-call-name-operator	96
function-block-block_content-if_stmt-if-block-block_content-class-block-decl_stmt-decl-type-name	96
if_stmt-else-block-block_content-function-block-block_content-if_stmt-if-condition-expr-operator	96
expr_stmt-expr-block-expr-block-expr-block-expr-block-for-block-block_content-expr-name-operator	96
finally-block-block_content-try-block-block_content-class-block-decl_stmt-decl-init-expr-literal	96
block-block_content-decl_stmt-decl-init-expr-call-argument_list-argument-expr-call-argument_list	96
function-block-block_content-function-block-block_content-class-block-constructor-parameter_list	96
function-block-block_content-function-block-block_content-class-block-for-control-init-decl-name	96
finally-block-block_content-finally-block-block_content-expr_stmt-expr-block-return-expr-literal	96
block-block_content-class-block-function-block-block_content-if_stmt-if-condition-expr-call-name	96
if_stmt-if-block-block_content-class-block-function-parameter_list-parameter-decl-type-name-name	96
for-control-incr-expr-block-expr-block-expr-index-expr-block-expr-block-expr-block-expr-literal	95
for-expr_stmt-expr-ternary-then-expr-ternary-then-expr-ternary-then-expr-ternary-then-expr-name	95
expr_stmt-expr-ternary-then-expr-ternary-then-expr-ternary-then-expr-ternary-then-expr-operator	95
function-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-call-argument_list	95
function-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-call-name-operator	95
expr_stmt-expr-call-argument_list-argument-expr-call-argument_list-argument-expr-call-name-name	95
class-block-function-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-operator	95
function-block-block_content-expr_stmt-expr-block-expr-call-argument_list-argument-expr-literal	95
class-block-if_stmt-if-block-block_content-function-block-block_content-expr_stmt-expr-operator	95
expr_stmt-expr-block-for-block-block_content-for-for-decl_stmt-decl-argument_list-argument-name	95
class-block-constructor-block-block_content-if_stmt-if-block-block_content-import-name-operator	95
expr_stmt-expr-block-expr-block-expr-block-expr-call-argument_list-argument-expr-call-name-name	95
class-block-function-block-block_content-return-expr-call-argument_list-argument-expr-name-name	95
if_stmt-if-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-call-name-operator	95
if_stmt-if-block-block_content-try-block-block_content-try-block-block_content-import-name-name	95
function-block-block_content-decl_stmt-decl-init-expr-call-argument_list-argument-expr-operator	95
expr_stmt-expr-block-expr-throws-argument-expr-block-expr-call-argument_list-argument-expr-name	95
class-block-function-block-block_content-for-block-block_content-if_stmt-if-condition-expr-name	95
function-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-block-expr-literal	95
decl_stmt-decl-init-expr-class-block-function-block-block_content-expr_stmt-expr-call-name-name	95
expr_stmt-expr-block-try-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-name	95
function-block-block_content-enum-block-class-block-function-parameter_list-parameter-decl-name	95
if_stmt-if-block-block_content-expr_stmt-expr-block-try-block-block_content-expr_stmt-expr-name	95
decl_stmt-decl-init-expr-call-argument_list-argument-expr-call-argument_list-argument-expr-name	95
for-block-block_content-if_stmt-if-block-block_content-try-block-block_content-import-name-name	95
class-block-function-block-block_content-try-catch-parameter_list-parameter-decl-type-name-name	95
if_stmt-else-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-call-name-name	95
if_stmt-if-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-call-argument_list	95
block-block_content-class-block-function-block-block_content-decl_stmt-decl-init-expr-call-name	95
class-block-function-block-block_content-return-expr-call-argument_list-argument-expr-call-name	95
block-block_content-decl_stmt-decl-block-block_content-expr_stmt-expr-block-expr-call-name-name	95
function-block-block_content-if_stmt-if-block-block_content-if_stmt-if-condition-expr-name-name	95
if_stmt-else-block-block_content-function-block-block_content-decl_stmt-decl-init-expr-operator	95
if_stmt-else-block-block_content-function-block-block_content-expr_stmt-expr-call-name-operator	95
expr_stmt-expr-block-expr-block-for-block-block_content-decl_stmt-decl-init-expr-call-name-name	95
class-block-class-block-class-block-function-block-block_content-expr_stmt-expr-block-expr-name	95
function-block-block_content-if_stmt-if-condition-expr-call-argument_list-argument-expr-literal	95
if_stmt-if-block-block_content-if_stmt-if-block-block_content-if_stmt-if-condition-expr-literal	95
function-block-block_content-expr_stmt-expr-block-expr-block-expr-block-expr-call-argument_list	95
expr_stmt-expr-block-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-call-name-operator	95
class-block-for-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-block-literal	95
function-block-block_content-if_stmt-else-block-block_content-expr_stmt-expr-call-name-operator	95
expr_stmt-expr-block-throw-argument_list-argument-expr-call-argument_list-argument-expr-literal	95
expr_stmt-expr-block-for-block-block_content-for-decl_stmt-decl-argument_list-argument-operator	95
